ID,tsne1,tsne2
414,21.55215,-23.542633
415,10.427476,-25.709446
416,-33.05617,-23.22014
417,9.453033,-30.182259
420,-18.33662,-48.55087
421,-2.2601135,20.117361
423,-10.935505,-12.842244
426,-19.72792,-8.166484
428,22.922522,39.529922
429,-9.999851,0.09910915
432,27.643005,-2.5439074
433,-41.1885,11.737995
436,38.967907,-33.213497
440,-27.032742,-41.796196
441,-14.853376,-16.642878
443,-3.612002,24.444405
444,-6.0654526,4.7907834
445,22.354177,-15.992854
447,25.781418,-23.448092
448,39.60818,-7.2420235
449,-28.58878,-16.743582
453,-31.905663,23.392584
456,-13.018283,26.680756
457,-7.8263183,24.415693
458,-9.417042,36.24977
459,-36.91121,-16.564388
460,0.9119323,19.262104
461,22.22843,22.823982
462,-9.258077,-24.093416
466,6.5063944,-8.968695
469,-21.14301,29.409525
471,-9.085229,-31.746826
474,2.4160254,-16.558908
477,44.475063,-12.6444
478,2.4659886,1.3925955
480,-9.238434,-16.424187
482,47.348595,-5.45806
485,-17.444117,31.013798
488,25.781418,-23.448092
489,-13.176987,16.028202
490,-17.575287,6.8453493
492,25.452774,-37.84065
493,-15.797933,24.429472
496,24.249323,15.153463
500,-15.655227,-23.66623
501,-19.833157,-29.490042
502,-7.0323987,-3.2294478
513,0.29936406,40.29853
514,27.052061,-0.17486173
515,7.8614564,33.751892
517,-48.820515,15.521996
523,-3.9645948,19.566195
527,3.4678276,3.8815
530,33.64722,-7.3287106
533,23.209644,31.135132
535,14.742998,-2.23638
537,5.488492,-46.118168
538,34.69117,2.5156875
543,3.8594778,-16.45596
544,8.167912,-41.144302
547,-1.2387177,-19.688093
548,0.33220822,8.133772
549,6.187239,27.743547
550,33.093124,3.4768846
551,-25.759506,-9.895189
553,-35.528313,15.349013
554,-48.390324,7.490119
555,14.354378,26.135946
558,-33.97223,-6.658937
560,39.97399,-27.258026
561,0.79731315,-11.095874
564,28.941395,33.070053
566,15.096345,-9.3558035
567,27.384401,-36.963535
568,35.294205,9.232867
571,-17.396023,16.101912
572,-9.738943,-15.870081
573,-15.3963,-21.537737
576,13.175031,-48.01524
577,-30.569403,6.7509313
578,25.985664,-9.891498
579,45.063046,-19.972445
580,9.99751,-14.037622
581,-10.821694,19.161789
582,-6.974515,50.991188
583,40.519836,-1.0463978
584,-1.1307832,-39.617752
586,-15.7200985,-8.062233
587,-7.0008097,13.014713
588,-22.671068,-25.307806
591,24.141653,-37.786514
596,-41.0734,12.137304
598,-13.155612,-40.662663
599,11.381584,-3.234202
600,-31.147543,29.540606
602,4.454507,16.18173
606,-32.940742,39.29535
609,6.061523,-46.14604
611,0.7420275,-2.896987
614,20.111507,-3.0366094
618,-12.6317215,-7.6108904
622,-1.0810815,19.999508
623,11.070744,-14.213981
626,-20.482311,4.731673
627,28.239561,41.95494
631,1.6670085,11.274082
633,-10.80843,-25.534323
635,5.2329245,-19.549002
636,-7.653558,-28.454748
639,-21.75349,-1.9080834
640,-3.6255264,-22.41365
641,26.129307,-31.943203
645,-25.072971,31.425951
647,-37.835075,-21.99546
648,-24.579885,-28.814667
649,2.257283,39.080555
650,-21.975332,-1.3176808
651,-45.340725,-9.383052
652,12.107985,-9.783878
653,-37.884453,-15.076547
654,6.243993,-29.096188
656,-2.468907,1.4494387
657,-43.175552,0.93298304
658,-8.279982,9.23273
659,-12.093429,9.877626
661,-36.456646,30.944637
662,-14.454693,2.5301259
663,-2.773205,-5.2209134
667,-5.3065705,8.797927
668,20.913841,46.500313
669,25.126518,-8.372148
673,-11.599364,-43.230427
674,29.975197,-8.196275
679,16.651205,-26.61289
681,0.0055975644,50.820263
682,9.52577,-28.167055
686,-32.927753,-32.46796
687,-23.838348,17.16646
688,0.21623331,-44.515167
689,16.745438,12.024417
690,-27.734858,-38.57514
692,-4.223118,20.093647
694,18.82027,-24.12132
695,-17.091959,24.108479
697,-12.795435,0.37030798
701,23.068148,16.257793
702,-34.053185,9.671484
706,12.088692,-18.378761
708,-18.836191,9.982681
710,-8.521618,16.357851
712,14.988109,-18.299404
714,23.077314,-6.0423784
715,-45.43107,12.558156
717,-16.49996,14.359825
718,3.3284361,-11.902264
720,16.543533,1.7621466
725,18.004328,-8.12475
726,26.581882,-30.06004
730,-6.869581,-32.72017
731,8.26182,-4.0023475
732,-11.726432,0.67226964
734,-20.695158,44.022694
735,45.126934,-20.03542
737,-24.280441,-22.63607
738,40.815517,6.050702
740,-9.985842,-9.114489
741,-13.52278,7.9066505
746,-41.692818,23.737701
748,35.9377,22.432377
753,25.781418,-23.448092
754,-38.393044,7.419995
757,5.6292605,3.192169
758,-28.153118,14.79853
759,45.012436,13.392374
760,-8.729731,1.9153976
761,-11.921949,-25.685093
767,5.0480514,-2.8966844
768,10.785377,-31.213379
771,-29.703657,-42.438354
772,-7.8141003,-7.3729825
775,8.156351,-27.89485
782,-24.22706,-10.070355
783,3.5644972,4.3190346
784,6.7658453,-0.9990073
785,24.741667,-3.064472
787,24.46691,-44.931606
789,-30.253475,17.67281
790,-1.9303544,-24.8849
791,29.32884,-20.773937
792,-35.63483,-3.358068
793,-7.448348,50.89131
795,-4.5958977,4.985093
797,-35.84438,-0.82696694
798,-7.0148945,-5.101541
799,16.678663,-27.053898
800,-3.3248925,40.63452
806,19.29536,18.106487
807,-20.600048,-11.486075
808,-20.958328,-40.948223
811,-42.424873,21.540041
812,-41.879654,23.753174
813,-4.5673113,25.216135
814,19.32932,14.286893
815,0.73343015,6.665903
816,-33.842216,-6.806992
818,-28.691906,29.918179
820,15.57156,-18.303928
822,39.842514,-3.7295036
823,22.48116,-9.348481
827,-18.688358,-0.9260064
828,-0.5742082,4.5483413
829,-49.788475,4.452574
834,34.129093,-10.559135
835,-7.9425025,-6.07017
836,2.0611932,37.27807
838,-43.510265,-0.8477862
846,-17.00577,-4.7235055
847,15.112377,-26.824774
849,21.756815,-20.940466
850,10.718129,-34.65876
851,5.8118634,-24.621332
852,28.908852,-4.667773
857,-22.374332,-9.231299
858,-18.726276,-35.629524
859,31.287727,-4.9645634
860,27.854988,-9.441406
862,16.146547,0.26388988
863,-4.671243,-29.915052
864,32.587936,-15.260443
868,-22.52745,-32.658897
869,-11.602094,-49.364536
877,-34.2307,-18.652496
878,40.603317,-21.599009
881,-23.528048,24.095629
882,-6.902682,-41.83906
885,14.381026,-20.045414
887,-24.133625,-33.66265
888,-7.710594,-23.853537
889,10.475113,21.649675
891,21.64321,-26.233982
898,14.448576,28.654303
903,14.666784,-9.545739
904,3.6417594,-0.63701475
906,18.17996,19.661646
907,29.003166,-27.553656
908,-17.994375,-21.653946
909,-33.596977,-36.763992
910,0.019967325,-45.274693
911,-1.178228,-22.071726
913,28.158588,2.21329
916,25.221722,-10.915461
920,9.615766,-21.364553
924,6.5297527,-28.161955
925,-8.8581505,35.67047
927,15.843706,35.33415
928,6.418218,0.6240865
932,-5.300431,-28.195393
933,22.513268,36.48121
934,-40.957993,7.4896655
935,18.834572,-4.2468753
936,-10.47658,30.186266
940,-13.993556,-38.25383
942,-17.679377,43.24286
943,-39.085396,20.504498
944,-25.712816,-22.118555
945,6.4298186,34.746536
948,-22.196934,-28.607588
949,16.375034,34.825657
958,-24.39236,29.491133
959,3.9912426,-43.550663
961,15.470633,-6.704687
962,-51.957737,1.2017779
964,11.623711,6.867618
965,4.612296,-32.41141
967,-36.396973,-5.3058543
968,40.537292,16.737587
970,-32.751995,-23.945366
973,29.871925,16.09932
974,3.00133,-36.223022
976,-18.151474,-3.2297344
977,0.570974,7.1333146
978,-14.96856,-10.766924
979,-35.6201,-3.5136456
981,-15.803851,40.22203
984,-18.033587,8.211507
986,-6.0354667,18.975174
989,-30.689219,21.685696
990,30.509478,-15.8110895
993,50.455105,11.11912
994,3.0592473,-10.454558
997,19.684261,15.851432
999,-32.44095,16.849295
1000,-23.472216,-36.369926
1003,6.1445584,28.611027
1006,8.637227,-22.105698
1007,-20.727613,-10.778042
1008,1.9338645,-9.116649
1009,-13.085276,-25.54809
1017,-13.528937,23.361174
1018,-22.578413,-20.582129
1019,7.3623605,-31.804056
1020,7.4593863,-36.665623
1021,5.1275125,19.127329
1027,25.826077,-10.305957
1030,7.400866,8.780521
1031,31.830503,15.282101
1033,3.330567,-23.210062
1035,24.547056,39.09183
1038,16.930086,-8.723386
1040,19.71267,0.54837215
1041,20.60995,22.98773
1043,35.097694,-14.877
1044,-1.2077683,33.246662
1047,-9.083112,-27.648428
1048,5.434676,19.068655
1049,24.956543,17.358253
1051,24.316784,11.67499
1053,13.893976,34.92599
1054,-35.55871,8.7249565
1056,-11.949159,7.332385
1059,4.420546,7.425959
1061,-2.4239798,51.230267
1069,19.314354,-9.237471
1071,-9.79357,-20.552069
1073,14.569936,-14.187341
1074,-30.051683,8.029842
1075,-2.6356332,28.474672
1076,25.781418,-23.448092
1080,33.5605,28.283106
1083,-11.690494,-27.660645
1084,-2.7989116,-16.253946
1085,13.175192,-48.015057
1086,-12.137279,-27.570318
1087,34.695873,21.46424
1088,3.830086,-14.170086
1089,35.055767,-31.832642
1090,37.839226,-13.577385
1091,28.63009,24.84472
1092,-36.685677,23.533754
1095,37.202194,-6.801559
1096,-6.3527656,18.731697
1097,-24.194754,13.790147
1098,-18.43572,3.5471768
1099,-18.976147,-27.15554
1100,-31.479208,-37.697083
1101,24.82033,18.626394
1104,-9.064335,27.901627
1105,-26.031261,10.560434
1108,-5.7821054,8.694474
1109,-21.885109,28.558498
1110,14.35397,-5.9520698
1111,25.942259,1.7744199
1115,20.85513,5.717921
1117,22.273695,22.777023
1119,44.313297,-11.977626
1122,-2.1822872,-35.30402
1123,7.109788,-15.679965
1124,-7.760309,6.269638
1125,41.26452,-12.697873
1126,15.083903,19.277952
1127,8.433132,28.564556
1129,-45.451492,23.90288
1131,13.639963,9.034443
1133,-11.514453,6.991798
1134,0.07289336,-33.052975
1136,-0.37796754,-26.859598
1137,32.824684,-25.240635
1140,5.837484,-31.643248
1142,-23.891003,32.88954
1144,19.639874,-8.566725
1145,-3.2932281,-31.189146
1147,-16.88005,0.70725626
1150,14.557657,-26.325365
1154,-37.013622,29.632795
1156,-35.94269,20.213484
1158,40.82379,-13.20895
1159,4.9893785,-25.387115
1163,-0.8300202,15.547992
1165,25.844343,1.3620752
1166,37.065002,35.988014
1167,14.09859,25.881887
1170,-39.202213,-23.829437
1171,-34.675194,4.832573
1172,5.8347697,32.44248
1173,0.88649666,29.22389
1175,-42.349697,11.750007
1179,23.8678,2.180985
1183,30.959383,-39.52328
1184,-22.191494,-21.096716
1186,-5.3902936,21.401749
1187,-15.252019,10.599711
1188,10.299806,29.248384
1189,19.947353,20.198957
1191,-12.012622,0.6231664
1192,4.5666785,-12.621172
1193,-17.265486,21.101673
1195,-16.788021,-26.405588
1197,8.871975,-1.4296979
1198,38.589306,-24.456518
1203,-18.321583,-30.339218
1204,19.890356,-35.172768
1205,-6.1144395,26.325724
1209,37.65851,-7.481853
1210,32.49665,35.79114
1211,-34.226555,-18.628246
1213,-0.50440806,-36.266716
1214,0.8909967,5.0046053
1215,18.501114,-5.425076
1217,-29.260405,-15.817926
1218,-15.333172,-14.516162
1220,-34.009113,5.4327064
1223,-22.379995,-20.861012
1224,-14.155115,-21.23278
1226,37.772488,-26.740528
1228,-3.172674,6.991952
1229,-23.348642,-2.7006202
1242,-24.850285,-27.170475
1243,-42.51099,5.7378063
1246,-10.693836,-7.4923863
1248,-4.56889,-17.113482
1249,-33.236153,-22.56824
1252,26.187641,-7.030204
1253,3.3792982,-30.808695
1254,-22.466846,-10.831773
1255,32.128223,5.1059694
1256,-46.025845,-3.315583
1258,-11.807668,-32.833546
1260,-6.024373,-0.067659646
1261,2.8374188,-46.846577
1262,10.126519,-11.635705
1263,1.4919591,25.698305
1264,-44.73993,0.88688856
1265,-4.892228,-14.134584
1269,29.883377,-26.664795
1271,4.3202853,18.85883
1274,-27.23263,26.365444
1275,17.61595,-10.133107
1277,27.071037,-15.284711
1280,-1.3534312,27.897274
1281,-6.312959,21.801119
1282,33.134243,1.1809725
1285,-13.406523,-7.7084007
1287,-9.765759,44.107437
1288,1.429898,-30.827515
1291,-4.21402,42.92742
1295,-13.036267,6.9449954
1297,-28.207727,-17.214264
1300,7.953443,-4.1033235
1302,-42.34705,3.6607208
1303,27.785366,-9.394377
1305,-25.125698,-12.067392
1307,-15.633548,2.1951706
1309,-13.818467,-8.159138
1313,-45.792004,17.31268
1314,35.3162,-1.142438
1316,47.627327,-14.03887
1317,15.113706,1.461918
1321,-14.160472,-0.21402042
1322,2.406339,39.41875
1327,19.714178,-28.606153
1328,1.858376,11.889756
1330,1.3576334,-23.561243
1333,9.493001,-29.512661
1334,14.563435,36.921974
1337,-2.8537579,-6.709288
1339,-5.120419,8.70261
1341,-46.49824,19.911503
1343,-33.58153,33.8229
1344,-1.169806,26.791721
1346,-14.4472065,27.114141
1348,25.781418,-23.448092
1352,20.034998,-18.134636
1353,42.20478,18.782902
1357,5.1594996,20.364182
1358,-6.1424336,36.966885
1360,19.984941,-0.08820114
1364,-15.549262,6.1374063
1373,5.62671,11.545981
1377,-14.374816,4.873522
1378,4.1509156,13.082579
1381,3.0533912,31.647844
1382,0.864972,-3.0246212
1384,28.239601,41.954956
1385,-26.757195,-6.400609
1386,21.924168,-35.631023
1391,17.222883,-38.89354
1392,-24.198177,-33.520367
1393,9.526814,45.517307
1395,7.9939365,-42.022827
1398,-15.770608,38.002415
1401,-14.449973,23.364965
1406,-23.622627,33.00416
1408,22.329393,-16.252003
1410,18.754614,32.66388
1411,-9.26529,-29.668243
1412,-29.836395,-7.59243
1414,28.906845,-32.792564
1417,33.0045,-11.68697
1419,24.842226,23.330729
1420,-28.824001,23.110304
1421,13.945401,-23.92172
1424,-18.339312,-4.629045
1426,-22.95758,35.131447
1427,-8.3121195,5.283337
1433,-5.212345,-29.43209
1437,6.3165193,25.098118
1439,-30.982391,6.4275045
1440,11.910342,14.20702
1441,-14.974516,-10.36606
1442,-4.7303953,1.0702779
1444,31.893768,-3.5907488
1447,5.9741683,-26.77255
1448,45.77679,-23.6478
1449,-1.6423124,-43.104668
1450,-4.467932,-3.1894352
1451,-44.185867,-1.9939754
1452,0.18589097,43.01811
1454,39.28917,-6.561081
1455,-30.751558,21.644152
1457,-38.838654,-0.7373315
1464,-37.436787,-2.5666454
1465,1.8520534,-27.711704
1468,8.160206,30.215963
1472,-39.34931,19.558252
1474,17.139467,7.4454823
1475,0.1301716,-14.356779
1478,38.646294,-5.790545
1479,3.6714327,46.199295
1480,-41.169758,10.391088
1483,-19.863283,0.87691253
1484,-10.063325,16.025255
1487,-18.710407,-10.564092
1488,45.066887,0.018387167
1489,20.959751,39.93827
1492,-30.07129,16.283504
1495,37.29288,10.220554
1496,16.076534,-30.180712
1497,5.75982,-33.45056
1498,12.234958,-9.280692
1499,-8.641178,2.1425266
1501,-6.28736,21.799622
1502,-16.813263,-3.1651077
1503,30.507551,6.251812
1505,18.903587,24.007921
1507,-38.878025,12.579974
1508,-12.760199,33.5491
1510,-1.8364104,14.324921
1511,-16.899832,-28.046305
1513,11.5519495,-1.6262567
1515,2.6249316,39.95762
1516,-29.303951,-20.711975
1517,42.380688,2.994596
1519,-42.23989,22.771503
1521,17.73693,-9.580692
1523,-28.203049,-10.076721
1524,13.431736,-1.5668985
1527,-19.873075,48.604454
1528,-23.728458,35.19958
1531,14.995356,-37.162994
1534,29.529446,29.606544
1535,-2.6523814,-27.3682
1536,11.457048,10.679822
1538,-28.210846,7.427163
1539,23.023905,14.038426
1540,22.451765,-2.764289
1541,0.8273057,3.6494467
1543,-2.5152788,25.28234
1547,-12.314892,-9.595339
1548,28.216383,14.328005
1550,-7.805276,6.2404585
1553,-4.966015,-2.6156378
1554,-15.899415,3.0530965
1557,-14.849467,4.088227
1559,20.199646,-3.3414793
1564,12.481645,-20.34253
1565,32.602432,35.648487
1567,-26.988161,-32.743027
1569,-11.766607,0.885537
1571,-41.057373,-30.0041
1572,46.61772,-1.5255717
1573,43.69249,-9.439175
1574,-20.153027,20.45801
1576,-16.745382,21.709763
1578,4.484767,25.621746
1580,19.244465,-9.173609
1583,2.5744014,15.460043
1584,-8.278281,46.9032
1588,-30.603573,-29.328016
1589,28.743952,-17.93665
1590,50.455093,11.119121
1591,-38.722702,21.396563
1592,-49.106857,-6.200606
1594,-15.753278,24.315338
1595,-17.031153,8.486209
1596,29.616228,-12.452343
1598,24.828432,8.500363
1600,-3.9945688,2.998828
1601,-20.307108,-36.920944
1602,-36.323772,12.957852
1603,-10.71846,14.69329
1604,-0.45688117,-17.400766
1605,-13.043514,-29.833525
1606,-30.14465,-7.570401
1607,42.35626,-3.1560898
1610,-22.686903,-31.422583
1611,-8.757091,42.017483
1613,-32.815678,-7.871096
1614,5.357607,-8.008635
1617,-8.460443,19.86188
1620,3.082195,0.48517025
1621,18.927916,24.011599
1622,13.456874,-2.5365007
1623,0.043389376,22.022371
1626,17.886675,-46.73701
1629,-15.6112585,-37.95552
1630,-25.053207,-18.556963
1631,18.870897,-36.815792
1632,15.352297,-0.56591505
1633,-20.256067,2.322276
1634,1.7510599,22.773415
1638,-10.830461,-25.507933
1639,-8.780571,-41.59053
1641,-37.554478,6.6421947
1643,-22.136755,-37.604546
1644,-26.365957,5.588749
1646,-11.802005,-17.091795
1649,-31.992186,39.52296
1652,-37.095108,-12.459046
1658,-21.6595,-12.3473835
1660,-7.7895126,32.24164
1665,17.861681,-21.049002
1666,-6.8075123,-36.83501
1667,-20.2764,-32.311043
1668,-8.210004,19.394676
1669,15.751617,-11.134258
1670,19.30905,-16.819347
1672,15.472483,-31.942955
1675,7.553857,-33.35917
1676,-2.276242,34.995483
1677,15.640927,-32.314507
1679,-12.464176,-16.768986
1681,47.45133,17.341976
1683,1.5906278,10.262047
1684,-20.263975,1.830321
1685,-22.068012,-0.19547486
1686,-3.9223964,-46.391983
1688,8.014714,7.12852
1693,13.750433,-38.561954
1694,-11.823573,38.14842
1695,3.6835005,30.159405
1697,41.23943,-22.72383
1698,38.589153,-24.457306
1699,5.7193155,-9.168665
1700,22.654524,22.38159
1703,8.610251,-20.566343
1704,27.857397,-1.938016
1706,27.060873,19.46503
1708,-24.162647,7.231743
1709,2.7837996,50.054623
1710,25.731941,1.0408164
1712,-2.4402146,-45.855453
1713,-12.749105,26.475346
1718,10.478682,-34.62273
1720,7.019155,5.3085494
1721,-1.9033123,14.00982
1722,0.38638175,-32.149506
1724,25.781418,-23.448092
1727,-8.304387,2.079369
1729,-4.0175796,-44.292427
1732,39.76589,-13.411214
1733,9.933586,-34.563618
1734,36.308155,-19.299524
1735,25.781418,-23.448092
1737,36.66786,7.3135037
1738,-30.311153,-27.69737
1739,18.264591,-7.661006
1740,-40.66267,-21.560432
1741,-11.948966,21.355053
1743,31.793076,15.174088
1744,-14.578378,-12.21168
1746,-6.1368055,18.414406
1748,-10.320546,23.37599
1755,2.3676393,-28.84613
1756,14.064697,-29.556118
1757,-50.647984,1.6383833
1762,25.781418,-23.448092
1764,-19.224253,16.739567
1766,9.581143,27.444153
1770,-0.5769142,-12.822439
1771,-31.76823,-8.661276
1772,34.241547,14.453463
1773,2.6034904,14.963489
1778,15.791881,2.441983
1781,-12.065013,33.526714
1782,24.833502,-28.708748
1786,20.462065,-5.29047
1787,-1.7055126,-3.323099
1788,-23.513159,2.3258543
1791,6.143497,28.635786
1794,-10.430327,-18.462921
1797,-18.604246,11.652357
1799,16.784475,24.45112
1800,-21.635763,38.796326
1801,-5.6597877,3.7678998
1804,-21.936144,-43.60251
1807,-7.514579,-2.5951111
1808,27.210089,28.765009
1811,4.3976126,31.691433
1816,-10.262415,40.18772
1822,-24.572796,-14.194816
1824,-15.25643,30.08885
1825,-26.095945,8.433238
1828,31.26857,6.4993405
1830,-4.666087,7.398862
1832,-6.5932612,-28.60336
1835,25.781418,-23.448092
1836,8.330935,44.7038
1843,6.8839927,-1.3621496
1848,-21.93073,6.915255
1849,6.353214,22.398623
1853,39.852066,4.120371
1854,4.705402,-15.109287
1855,-8.736783,-13.12764
1856,-11.982369,-9.941786
1857,9.85966,11.048565
1858,-27.684711,24.246235
1859,-21.884094,-3.7761538
1861,-33.31118,-3.886913
1863,9.243687,-8.278802
1868,-43.269424,-18.244692
1869,-2.9353876,16.6545
1875,0.47215348,42.59727
1877,-1.6905632,-8.275236
1880,8.342389,-3.1878133
1881,48.863148,-13.7393265
1882,-20.258093,-6.1274185
1883,4.8726873,-38.617195
1886,32.757923,8.248936
1887,47.682392,-17.49365
1889,16.383272,-1.7620832
1890,-9.310379,-20.348505
1891,16.12788,-5.0048065
1892,-11.849909,-44.930206
1894,7.043386,-21.874922
1895,30.871132,-24.243488
1896,-45.30792,12.852722
1898,25.781418,-23.448092
1899,-12.867137,48.39406
1900,-7.1117244,12.898351
1904,-33.460453,9.64023
1906,-9.026238,-5.915308
1909,24.240282,35.36877
1910,13.064666,47.484985
1911,-9.802052,-31.503685
1912,12.615239,0.19406897
1913,-5.540881,27.841805
1914,-8.566605,10.008925
1915,-20.454332,-22.378952
1916,-25.002417,-0.24742225
1917,11.328561,-25.590567
1918,-16.496212,-2.5526457
1920,24.823526,-1.3329151
1922,10.167864,-34.568897
1923,-25.329588,-41.955433
1924,41.10303,1.3972065
1925,-6.1670265,-16.46761
1927,50.455093,11.11912
1929,-17.23084,44.036964
1931,-31.524698,26.392351
1932,-15.094011,0.3797791
1936,0.96463543,8.947479
1937,8.466315,5.3268194
1938,9.952552,21.05599
1941,29.725677,3.7629259
1944,-33.873363,-11.155288
1947,2.1783116,38.946056
1950,35.96589,12.049626
1951,-18.730331,-9.395045
1954,50.455063,11.119121
1956,36.06517,21.945839
1957,-14.188618,47.90211
1958,-18.181345,-48.72914
1960,-33.213444,-21.298243
1961,9.703342,21.594233
1962,34.73984,-24.73036
1964,13.580353,-15.059617
1966,-0.3902868,10.258671
1971,41.03871,-13.3037615
1972,-11.729482,-21.936821
1974,1.9742259,-28.794
1975,-33.160328,20.755375
1976,-2.5811393,4.867275
1980,32.105457,15.989692
1981,38.961117,-32.817142
1982,34.92073,26.332932
1983,12.897033,32.88296
1984,-41.93723,-10.349622
1985,1.3004894,-7.285105
1986,14.646227,17.13815
1987,-19.387234,-37.26023
1989,29.869751,16.06241
1990,15.103042,16.251331
1992,-27.972036,28.101696
